"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"3541","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","939","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3542","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","939","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3543","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","944","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3544","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","944","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3545","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","954","6","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3546","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","954","6","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3547","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","959","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3548","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","959","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3549","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","960","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3550","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","960","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3551","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","963","8","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3552","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","963","8","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3553","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","966","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3554","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","966","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3555","5","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","968","16","UnusedLocalVariable","Variable 'healthplanField' defined but not used","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"3556","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","974","10","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3557","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","974","10","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3558","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","978","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3559","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","978","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3560","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","983","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3561","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","983","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3562","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","986","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3563","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","986","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3564","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","989","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3565","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","989","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3566","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","992","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3567","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","992","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3568","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","993","68","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"3569","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","995","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3570","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","995","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3571","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1002","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3572","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1002","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3573","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1006","8","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3574","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1006","8","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3575","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1025","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3576","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1025","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3577","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1027","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3578","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1027","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3579","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1033","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3580","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1033","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3581","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1036","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3582","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1036","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3583","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1046","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3584","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1046","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3585","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1048","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3586","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1048","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3587","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1049","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3588","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1049","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3589","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1050","20","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"3590","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1057","22","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3591","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1057","22","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3592","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1058","24","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"3593","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1059","26","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3594","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1059","26","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3595","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1070","26","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3596","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1070","26","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3597","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1075","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3598","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1075","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3599","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1076","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3600","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1076","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3601","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1088","22","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3602","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1088","22","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3603","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1090","20","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"3604","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1093","22","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3605","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1093","22","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3606","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1094","22","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3607","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1094","22","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3608","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1111","30","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3609","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1111","30","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3610","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1122","22","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"3611","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1145","26","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3612","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1145","26","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3613","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1147","30","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"3614","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1160","34","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3615","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1160","34","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3616","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1174","20","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3617","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1174","20","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3618","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1176","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3619","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1176","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3620","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1185","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3621","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1185","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3622","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1186","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3623","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1186","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3624","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1187","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3625","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1187","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
